application_date,first_name,last_name,ssn,email_address,phone_number,agent_notes,gender,age,ethnicity,income,credit_score,loan_amount,debt_to_income,is_defaulted_leak,resolution_date,row_id_proxy,default
2025-03-13,qORoMC,ebgRuvnW,595-82-1443,qORoMC.ebgRuvnW@example.com,555-647-2227,Customer discussed oHKHBObdKD regarding their account.,Female,27,GroupA,73628.19854040154,593.6186909399803,63424.43089732024,0.06475440453812666,0,2025-06-01,4292,0
2025-05-31,jsKOKz,UrYFoEmG,659-37-9806,jsKOKz.UrYFoEmG@example.com,555-929-1292,Customer discussed OoYQPBiKxg regarding their account.,Female,72,GroupB,57560.49244600933,560.6272314545884,108251.5891183035,0.1420891112093346,0,2025-07-18,6539,0
2025-04-27,TfNqVC,lQKezxap,733-16-5427,TfNqVC.lQKezxap@example.com,555-558-7411,Customer discussed IVststLqps regarding their account.,Female,40,GroupA,27078.010072330624,560.6189040809968,100160.29824472177,0.343309379645742,1,2025-06-10,7116,1
2025-05-03,oapctz,imBBYGDN,452-69-3613,oapctz.imBBYGDN@example.com,555-583-3403,Customer discussed HJuCllDqCO regarding their account.,Female,29,GroupB,96394.1821248481,788.2300143822005,15101.32665290061,0.1220986316419647,0,2025-07-19,9882,0
2025-05-22,cJJYef,JXMXAKQa,316-15-5062,cJJYef.JXMXAKQa@example.com,555-293-3461,Customer discussed IqmXcLyYMx regarding their account.,Female,35,GroupC,104615.96864538432,630.3919725544333,25975.05217886137,0.3652537885709529,0,2025-06-27,5031,0
2025-10-30,eCIHtI,lEhTdirS,304-85-4906,eCIHtI.lEhTdirS@example.com,555-925-9128,Customer discussed SdjgoIWMtD regarding their account.,Male,45,GroupB,40367.23748617626,589.8005658746423,62748.75572351114,0.4757739801128344,0,2025-12-04,6850,0
2025-12-12,TROYVx,KoqzShGJ,764-78-5267,TROYVx.KoqzShGJ@example.com,555-428-5631,Customer discussed BWSqbuQnSm regarding their account.,Female,43,GroupA,63037.449164629674,521.1879067209032,41236.82216579557,0.4466665110268128,0,2026-03-04,4820,0
2025-12-21,ntrXQg,dcjzGmDQ,948-97-5265,ntrXQg.dcjzGmDQ@example.com,555-802-6596,Customer discussed UZpNykioDt regarding their account.,Male,31,GroupB,59767.13220130625,656.4533807028974,13298.390139256988,0.18134038788453147,0,2026-02-07,4979,0
2025-07-06,XvAIGA,wOlFAiGI,238-35-7517,XvAIGA.wOlFAiGI@example.com,555-620-2172,Customer discussed wipwvCjshI regarding their account.,Male,48,GroupA,48236.29076714169,598.4845465659886,10230.221271267594,0.36669467381847237,0,2025-08-30,5655,0
2025-06-04,UyZJqg,dKeBfUgb,624-36-6696,UyZJqg.dKeBfUgb@example.com,555-142-1815,Customer discussed HCHHwOIZoB regarding their account.,Female,24,GroupA,58199.12577594731,579.4176731222024,51041.68836936428,0.23716425028573396,0,2025-08-12,6515,0
2025-04-24,QVxAqx,tXHCSFhU,668-34-2454,QVxAqx.tXHCSFhU@example.com,555-156-3140,Customer discussed KnigxRWFYM regarding their account.,Male,64,GroupA,74201.16927378796,745.1751813554342,8241.466946679135,0.49912513178375834,0,2025-06-18,8692,0
2025-10-26,GKfrum,KwzPogmM,865-11-2141,GKfrum.KwzPogmM@example.com,555-503-9305,Customer discussed JJalNVhTTT regarding their account.,Female,36,GroupC,80479.2432083359,619.309565385063,44059.62040920093,0.26973527131941416,0,2025-11-25,8673,0
2025-12-05,NzLWLg,agRpKBex,349-34-9344,NzLWLg.agRpKBex@example.com,555-296-7779,Customer discussed OJIqRHhums regarding their account.,Male,79,GroupA,21300.101208773365,610.1249615061381,32447.941833424436,0.1569866048548192,0,2026-01-24,2580,0
2025-02-28,QhNWPR,qcWiHPoK,353-14-6997,QhNWPR.qcWiHPoK@example.com,555-947-4453,Customer discussed bCfVfUJWWI regarding their account.,Female,58,GroupA,16387.26836993641,619.3428297038124,11971.559818509733,0.11088123350999102,0,2025-05-09,4222,0
2025-08-02,ixxbeD,zJfrUWtj,935-60-2231,ixxbeD.zJfrUWtj@example.com,555-403-3113,Customer discussed uvnnHajcCM regarding their account.,Female,72,GroupA,40803.22777228944,690.7254711943202,17775.89125643884,0.27015488334527377,0,2025-10-29,907,0
2025-08-20,QvSFRo,laJBsgwq,141-51-2679,QvSFRo.laJBsgwq@example.com,555-808-4078,Customer discussed iTvjvHfrqF regarding their account.,Non-binary,68,GroupA,57476.866566702636,716.871532091228,10889.468096438159,0.13987750079938696,0,2025-10-25,8999,0
2025-07-05,Mjemvo,vmgLdsFD,818-24-5006,Mjemvo.vmgLdsFD@example.com,555-707-6463,Customer discussed rGCfrhBUSs regarding their account.,Male,50,GroupA,47515.09526589575,585.3929252065728,13922.513228482532,0.1833117966806657,0,2025-08-18,7858,0
2025-06-01,cTqNEc,UMSNLNhP,977-94-2365,cTqNEc.UMSNLNhP@example.com,555-808-2505,Customer discussed HyAARIehna regarding their account.,Female,68,GroupA,44318.98176556756,608.4463860728381,8764.90914356166,0.21615589352002587,0,2025-08-13,4524,0
2025-07-28,jIdgQE,IcorfQcY,323-53-8424,jIdgQE.IcorfQcY@example.com,555-551-6422,Customer discussed BewWKnCWbN regarding their account.,Male,43,GroupB,28072.0482763512,692.1261150771376,25220.517349141526,0.11241960786820591,0,2025-10-17,7113,0
2025-08-16,zxampt,lwpgqHuy,508-55-3112,zxampt.lwpgqHuy@example.com,555-681-4888,Customer discussed uQdlbgpdHK regarding their account.,Male,38,GroupA,130262.19062299497,648.6219053778925,56150.186807916994,0.3049096111300717,0,2025-11-08,3536,0
2025-09-06,XoUOvn,FbqrzJRp,797-64-6216,XoUOvn.FbqrzJRp@example.com,555-481-4781,Customer discussed NvvGtIvAGm regarding their account.,Male,76,GroupA,40978.36966134788,619.882677833451,14538.722010671327,0.392201924968967,0,2025-10-09,4543,0
2025-05-10,ySVLpK,ZEqxXCmG,125-41-8614,ySVLpK.ZEqxXCmG@example.com,555-686-8651,Customer discussed MTHrfPlJLr regarding their account.,Female,33,GroupA,18128.70390059017,649.5666861512276,133957.551213599,0.16211107033784994,0,2025-08-02,9345,0
2025-06-08,BsGAIa,CXNFOZMM,556-15-7224,BsGAIa.CXNFOZMM@example.com,555-361-2722,Customer discussed QEnMXxlLfN regarding their account.,Male,19,GroupC,24720.058508291848,596.6060772333408,51548.73904570482,0.23419036625775363,0,2025-08-04,1161,0
2025-10-11,stXgwa,GbATscIt,431-19-1018,stXgwa.GbATscIt@example.com,555-462-7311,Customer discussed diXclqPQwJ regarding their account.,Male,69,GroupB,12151.671893775661,589.9902239636475,17746.72614838425,0.49841425611250456,0,2025-12-09,9236,0
2025-08-26,VxUKCy,IXyLffsv,337-79-1345,VxUKCy.IXyLffsv@example.com,555-334-2598,Customer discussed iuhhmpNpox regarding their account.,Female,33,GroupB,47509.09956916115,713.9059846850624,20971.34797745614,0.09659358973471724,0,2025-11-07,4811,0
2025-12-19,wqKyKd,bzuWDkaa,105-27-6027,wqKyKd.bzuWDkaa@example.com,555-211-9501,Customer discussed bhAdaXkgED regarding their account.,Male,63,GroupC,44127.17406191387,635.9482254033078,6728.5188101609,0.796156249292821,0,2026-03-08,5570,0
2025-10-26,rCByBs,FYtqNJur,237-46-6731,rCByBs.FYtqNJur@example.com,555-939-6634,Customer discussed PIcPTLVOdu regarding their account.,Male,55,GroupB,113817.27627996435,532.1082255374447,35386.95541344681,0.22491738615609008,0,2025-12-17,7209,0
2025-07-02,TOxZBu,CRyfsyaG,472-29-7609,TOxZBu.CRyfsyaG@example.com,555-363-6765,Customer discussed MaYbYsWNHM regarding their account.,Male,72,GroupA,66415.60798536275,667.7684295393832,29190.81016299734,0.5422343041528235,0,2025-09-19,991,0
2025-10-20,DsnxvE,MdBwiWSG,400-74-3998,DsnxvE.MdBwiWSG@example.com,555-874-3939,Customer discussed QERmOSODjH regarding their account.,Female,42,GroupA,35409.9770623653,744.6801618833559,16670.117880506124,0.414812575303292,0,2025-12-05,9162,0
2025-11-05,pyJIva,BPMNNLIB,158-36-2949,pyJIva.BPMNNLIB@example.com,555-689-6376,Customer discussed kDHFnqDypm regarding their account.,Female,53,GroupB,83689.96927097236,664.6521630967425,8277.942461876386,0.4279366232922108,0,2025-12-13,2174,0
2025-11-18,KnXCdr,QEPcrdsD,205-26-4717,KnXCdr.QEPcrdsD@example.com,555-498-9016,Customer discussed IWhWjXNfKD regarding their account.,Male,39,GroupA,20164.33074304054,643.8537698728002,6023.836875328994,0.047752901569022975,0,2026-01-08,5695,0
2025-01-02,fmhlRx,ZUsjGkIz,773-88-6614,fmhlRx.ZUsjGkIz@example.com,555-388-1872,Customer discussed jJqzkHEKXh regarding their account.,Female,59,GroupC,89869.80424072644,613.1659694190989,10737.295306322134,0.26952718240021295,0,2025-03-30,5703,0
2025-09-24,vxXgjm,xgaJneEp,262-15-2195,vxXgjm.xgaJneEp@example.com,555-495-1876,Customer discussed zbpcOOOswI regarding their account.,Female,39,GroupA,250051.05981663198,530.4843118614563,14475.030120868867,0.09390952491813069,0,2025-11-09,8765,0
2025-04-30,MiGrVA,HUgtejkh,463-31-1068,MiGrVA.HUgtejkh@example.com,555-262-3279,Customer discussed PSSjQXcAVf regarding their account.,Female,74,GroupA,69574.75344007819,570.5316385253299,8224.662501716553,0.25196451995654406,0,2025-06-28,924,0
2025-07-17,YJOIrm,gwjAKPkD,483-17-5635,YJOIrm.gwjAKPkD@example.com,555-912-1819,Customer discussed VQOeInUmfq regarding their account.,Female,38,GroupB,59587.43275680453,719.2679228413989,39022.41136053478,0.35174727964194,0,2025-09-21,1044,0
2025-01-31,ayjtQl,XloxCaqq,811-32-6057,ayjtQl.XloxCaqq@example.com,555-202-4916,Customer discussed vxEhGVVVdX regarding their account.,Male,19,GroupB,32747.182661059804,762.4855423815713,8439.072080481914,0.4889048351519077,0,2025-04-25,162,0
2025-11-27,GdgUFz,RsPydgdH,640-48-8735,GdgUFz.RsPydgdH@example.com,555-860-9303,Customer discussed DcKqEkIZxf regarding their account.,Female,46,GroupA,66590.7291163317,712.8892163444252,22938.234826678516,0.4204888237684173,0,2026-01-21,6980,0
2025-05-19,TRfvEh,XnwHvuuG,519-14-4325,TRfvEh.XnwHvuuG@example.com,555-773-3562,Customer discussed xDOVxwKjrc regarding their account.,Male,58,GroupC,54504.6261453512,487.58415710668305,9007.217415188054,0.20473571746955865,0,2025-08-15,6774,0
2025-10-16,XkxmpI,SjBpSvmB,620-75-5356,XkxmpI.SjBpSvmB@example.com,555-129-6778,Customer discussed MevlWoGvUs regarding their account.,Non-binary,62,GroupA,133656.44485077984,562.4453318920957,22534.11140293421,0.4459926224386093,0,2026-01-07,1339,0
2025-04-15,vGXmmr,diSjUZwu,694-42-1028,vGXmmr.diSjUZwu@example.com,555-630-7373,Customer discussed wFNBxwluYG regarding their account.,Female,31,GroupC,71207.60595213973,550.5971242628312,14583.185258016028,0.2135330061393502,0,2025-05-22,9967,0
2025-08-26,TrwjFv,MLOTECwe,558-50-3790,TrwjFv.MLOTECwe@example.com,555-346-1940,Customer discussed IZmUgzFMmT regarding their account.,Female,23,GroupB,37191.29844787904,559.4381449158989,36742.166970595514,0.12366425701517533,0,2025-11-15,3407,0
2025-05-22,pZqQCF,kItZsIFn,976-86-8869,pZqQCF.kItZsIFn@example.com,555-184-3120,Customer discussed piOwRoUaPB regarding their account.,Male,56,GroupC,63804.77864729093,574.3361710811164,2166.205574409132,0.09733294464576761,0,2025-08-03,8126,0
2025-07-13,nqvZYM,YRuOHnaF,195-37-2535,nqvZYM.YRuOHnaF@example.com,555-672-8034,Customer discussed WVqaNERelr regarding their account.,Male,19,GroupA,29475.354879173876,593.221796570299,2898.591912269565,0.05789506457009727,0,2025-09-25,6013,0
2025-09-26,FNtBTk,mWtKqLFX,292-25-1040,FNtBTk.mWtKqLFX@example.com,555-763-9559,Customer discussed OEnAgsEpzw regarding their account.,Female,38,GroupA,32480.1076237297,531.6109614262283,9711.734241063157,0.509270282814934,0,2025-11-18,7870,0
2025-09-04,sTSUkp,PDwdljhh,730-15-8575,sTSUkp.PDwdljhh@example.com,555-258-9351,Customer discussed hqEGjraMEW regarding their account.,Male,34,GroupA,103532.00675300548,598.3289556452789,54510.28335744986,0.32569974652292105,0,2025-10-12,27,0
2025-06-20,gfoQNR,XcqLBxvM,247-42-4623,gfoQNR.XcqLBxvM@example.com,555-978-6179,Customer discussed vvPhQGxqgU regarding their account.,Male,44,GroupC,124154.53581763615,571.9861660253221,11146.196731528662,0.34703434174816145,0,2025-07-30,1294,0
2025-09-21,mFoLCH,iOZmZBCK,978-74-7767,mFoLCH.iOZmZBCK@example.com,555-671-6477,Customer discussed qDBvsarNgY regarding their account.,Female,27,GroupA,66766.7234511913,619.1577300236108,17087.63133465397,0.11249627662677555,0,2025-11-13,4343,0
2025-12-24,unuwQM,auKxCHzf,634-41-8092,unuwQM.auKxCHzf@example.com,555-394-9108,Customer discussed mWEXWNIZAN regarding their account.,Male,54,GroupA,18711.318700477048,628.3666485230342,20436.549529488653,0.4167988729868367,0,2026-02-08,108,0
2025-01-03,tinLsR,XJjRQfvA,665-24-8156,tinLsR.XJjRQfvA@example.com,555-938-8933,Customer discussed WnOwwCfXdz regarding their account.,Male,40,GroupA,61187.09111483459,616.5307980808395,17107.374370938174,0.13747340018393012,0,2025-02-02,4244,0
2025-06-04,xrJIpt,VALvcGOl,678-13-3605,xrJIpt.VALvcGOl@example.com,555-880-6003,Customer discussed EAVtsmvVny regarding their account.,Female,51,GroupB,25759.61188037545,680.3417392355176,30079.83018420426,0.5520557729755976,0,2025-08-26,5224,0
2025-04-20,sOkPVy,zbhOerOV,720-84-5000,sOkPVy.zbhOerOV@example.com,555-967-2279,Customer discussed lKsFoXkaLK regarding their account.,Non-binary,21,GroupA,87140.59467640775,711.3682424653713,11691.913164465013,0.2585160778595742,0,2025-07-12,8828,0
2025-05-09,uRTvqn,vRFbfmLq,492-49-3959,uRTvqn.vRFbfmLq@example.com,555-345-3381,Customer discussed psQJMapCgK regarding their account.,Male,60,GroupA,47764.916048567,626.7837298335586,3505.1657302598896,0.34615740040013715,0,2025-06-10,4846,0
2025-08-03,DcRsVW,tcWQGhSP,875-73-5078,DcRsVW.tcWQGhSP@example.com,555-253-8257,Customer discussed OXYHdgrzca regarding their account.,Male,26,GroupA,33136.391068806646,537.1600980812602,8054.177331594679,0.2534483694090038,0,2025-09-09,8797,0
2025-02-01,zJsZkU,oQSKatcl,798-36-2550,zJsZkU.oQSKatcl@example.com,555-217-2958,Customer discussed nGpBHpnKFJ regarding their account.,Male,39,GroupA,31826.447449638894,672.2844624293194,6744.601792364812,0.5452545954468415,0,2025-04-14,4100,0
2025-04-20,uVebKG,RTENGszJ,211-31-6283,uVebKG.RTENGszJ@example.com,555-234-2084,Customer discussed kgajVOUVCQ regarding their account.,Female,23,GroupB,94091.625917283,521.1505717686532,20365.017203151434,0.14580730160917368,0,2025-07-09,6470,0
2025-08-27,CIWpkT,dbRPMCAP,467-91-4542,CIWpkT.dbRPMCAP@example.com,555-562-7007,Customer discussed lwOStIraGL regarding their account.,Female,63,GroupA,30797.54209329446,615.174503874749,4663.301912926083,0.13700883662404703,0,2025-10-01,1475,0
2025-10-01,ydqMCx,yuMXhgtO,456-75-1844,ydqMCx.yuMXhgtO@example.com,555-373-8478,Customer discussed jPPhydcsHy regarding their account.,Male,37,GroupA,54974.45678213245,836.5586956855341,22241.72566394957,0.21649627691097306,0,2025-11-24,9355,0
2025-12-14,tuScaK,EoEnFERO,824-37-5840,tuScaK.EoEnFERO@example.com,555-599-8305,Customer discussed nlDKscTFrd regarding their account.,Male,40,GroupA,75248.0523726362,606.2859961967138,5571.764196298297,0.648073350770865,0,2026-02-15,9082,0
2025-12-24,wPQDgc,yfgWXBRu,518-43-3355,wPQDgc.yfgWXBRu@example.com,555-334-1605,Customer discussed UjkHhIgSoA regarding their account.,Non-binary,55,GroupA,36782.77983112792,585.7673271893943,9147.809210621488,0.21318607883082086,0,2026-02-27,3534,0
2025-07-18,gSFGiN,fCpdkgGC,225-21-8156,gSFGiN.fCpdkgGC@example.com,555-188-4656,Customer discussed AzozPvUHAG regarding their account.,Male,79,GroupA,45431.65803964918,670.9081149804025,4138.333033321668,0.5235551778955312,0,2025-10-08,5243,0
2025-02-01,bslCEy,NLgAMgHH,473-97-5076,bslCEy.NLgAMgHH@example.com,555-293-6041,Customer discussed OdkJUbMcat regarding their account.,Male,69,GroupA,74214.33767890088,674.7010256829402,3314.2862908671236,0.5121658276545138,0,2025-04-17,1900,0
2025-05-30,HnwfJm,UlpyecPq,287-45-6788,HnwfJm.UlpyecPq@example.com,555-915-2160,Customer discussed xsCugAOceI regarding their account.,Male,38,GroupA,57434.461407588366,661.5390345789624,13430.79366068862,0.2026545876954219,0,2025-08-26,3667,0
2025-11-30,kHtHSB,vSlupzXd,846-32-2481,kHtHSB.vSlupzXd@example.com,555-390-8069,Customer discussed tZmFLgrgAb regarding their account.,Male,37,GroupA,22139.79722045597,597.9612411162182,23157.83826872026,0.28934458779162603,0,2026-01-20,7911,0
2025-08-09,VXqMGu,gELimdaN,811-91-4380,VXqMGu.gELimdaN@example.com,555-777-1400,Customer discussed rnqNVBULYk regarding their account.,Male,71,GroupA,166071.4149519876,653.0824222125156,14602.089579628613,0.3702928680750487,0,2025-11-05,5446,0
2025-12-31,VoSbrD,tBopHSqS,752-80-7012,VoSbrD.tBopHSqS@example.com,555-685-2133,Customer discussed aCVYYpetnC regarding their account.,Male,68,GroupB,104577.23170339552,657.2550612832653,6012.297665176522,0.15665232011441133,0,2026-03-23,7411,0
2025-04-16,TlCuEA,sGJZIQZX,339-90-8816,TlCuEA.sGJZIQZX@example.com,555-541-7567,Customer discussed QZkJrIwTjb regarding their account.,Female,47,GroupA,82807.5138199191,711.797920962164,10231.612377443476,0.32784525892149863,0,2025-07-11,4507,0
2025-04-10,oWHmqs,JoABYFId,385-92-1418,oWHmqs.JoABYFId@example.com,555-792-5494,Customer discussed EOxXDbyhcN regarding their account.,Female,35,GroupA,32682.461301101815,556.0622174442534,18633.993646120296,0.27424254343909354,0,2025-05-31,2672,0
2025-07-04,EsBhji,masharHm,167-73-3697,EsBhji.masharHm@example.com,555-738-9925,Customer discussed NrzNrdRkkG regarding their account.,Male,31,GroupC,88487.83066838454,494.76766258929547,19183.920770870594,0.12303127570495838,0,2025-09-17,9948,0
2025-02-20,nPtaQb,ZzzvWxhF,543-79-8441,nPtaQb.ZzzvWxhF@example.com,555-258-1265,Customer discussed qkDYcKeJiD regarding their account.,Male,51,GroupB,98289.9615423836,442.20523870249997,18294.89412758314,0.2723497361989407,0,2025-05-03,3625,0
2025-09-25,rbVrMl,jmKIneqj,308-56-9586,rbVrMl.jmKIneqj@example.com,555-720-1266,Customer discussed gMbcMgMkUx regarding their account.,Female,28,GroupA,67468.26833964277,635.032598965662,7073.877655913931,0.27928673970600565,0,2025-12-02,1436,0
2025-06-12,oILRVe,GJLNUjuL,987-50-5418,oILRVe.GJLNUjuL@example.com,555-192-3641,Customer discussed tCoPYpbXLI regarding their account.,Male,66,GroupB,128587.9053400307,685.245352279295,30011.110322979748,0.03306786867976894,0,2025-08-13,2442,0
2025-12-15,uhrryJ,IWdGgpMK,801-16-5055,uhrryJ.IWdGgpMK@example.com,555-832-7119,Customer discussed rKPjkwjNlL regarding their account.,Female,76,GroupA,62648.73730670038,512.6272287709435,36231.169479150994,0.18058411619873857,0,2026-03-06,5266,0
2025-07-13,DytMcv,LSoWUlPk,710-32-7510,DytMcv.LSoWUlPk@example.com,555-119-7340,Customer discussed xAFodapstf regarding their account.,Male,37,GroupB,77284.22800899351,708.1296657872899,48508.918147721306,0.19230495655476704,0,2025-08-26,4836,0
2025-10-10,qzmaOz,XSOiXRGO,662-46-6242,qzmaOz.XSOiXRGO@example.com,555-746-6474,Customer discussed IZygthIiVd regarding their account.,Male,79,GroupB,56096.40016478632,557.2971628272782,20354.070664273637,0.18130750344166732,0,2025-12-31,3756,0
2025-10-12,NZuXbn,BVGTcFpG,961-26-9848,NZuXbn.BVGTcFpG@example.com,555-541-8305,Customer discussed OIxgkLJdEY regarding their account.,Male,32,GroupA,95823.92484345842,600.3950804784064,10908.277124265878,0.23597209847878525,0,2025-12-28,4920,0
2025-04-02,xvYpru,XwMoarfs,338-34-5791,xvYpru.XwMoarfs@example.com,555-249-7253,Customer discussed AOtqPguqUJ regarding their account.,Female,30,GroupB,53198.095926496746,716.302831640183,5419.23019955274,0.2214709178945722,0,2025-05-25,3748,0
2025-12-04,mlCZTQ,nzqbXDvm,924-24-9117,mlCZTQ.nzqbXDvm@example.com,555-539-5428,Customer discussed noFBdHgbmh regarding their account.,Male,32,GroupB,36871.821692259466,626.2028660274193,14590.327540760432,0.334630552480417,1,2026-01-14,1948,1
2025-07-14,EOhsjf,OCqREDcC,896-64-2742,EOhsjf.OCqREDcC@example.com,555-184-5862,Customer discussed ZdKxqCkPrg regarding their account.,Non-binary,78,GroupB,90068.9099716793,734.7395867196415,7457.102487433693,0.0991217108055506,0,2025-08-23,8188,0
2025-05-03,EZhaZA,lyropqDT,482-35-2794,EZhaZA.lyropqDT@example.com,555-879-8989,Customer discussed YMXkgUzSzD regarding their account.,Non-binary,22,GroupA,49801.92191033132,632.3555523228695,7407.735605235445,0.10383688572116816,0,2025-06-24,7487,0
2025-05-12,wLvDkz,wtHUvuzm,711-68-8674,wLvDkz.wtHUvuzm@example.com,555-951-3851,Customer discussed jvYtWojvMu regarding their account.,Male,63,GroupA,83009.30039533088,708.4181258066156,15689.390987081593,0.40942330797282966,0,2025-07-23,6408,0
2025-11-30,XFEpqn,XgbBJNoB,619-42-2754,XFEpqn.XgbBJNoB@example.com,555-338-1658,Customer discussed lJLXVPneVP regarding their account.,Male,73,GroupA,28586.244518345342,595.4124459285551,9679.525329940925,0.3616213470365105,0,2026-02-23,926,0
2025-10-14,EfHfSQ,bGvuFKhZ,797-16-3842,EfHfSQ.bGvuFKhZ@example.com,555-338-5522,Customer discussed GkpasDtfoD regarding their account.,Female,47,GroupB,32455.492743019626,614.1860507234884,8042.317373699697,0.14580417320840378,0,2025-12-16,664,0
2025-02-23,iSMVPp,jEFrMHpm,428-26-7848,iSMVPp.jEFrMHpm@example.com,555-758-7385,Customer discussed YeFXxhLNQj regarding their account.,Male,59,GroupA,89836.70445329715,665.5511870877311,36940.4108108832,0.45245818583256014,0,2025-04-11,8848,0
2025-11-28,PBgdVT,JXeEHueZ,383-40-7632,PBgdVT.JXeEHueZ@example.com,555-478-9601,Customer discussed aqvveJTwsW regarding their account.,Male,73,GroupA,22677.599482433103,579.4314165485825,3260.56316837306,0.3542823586978649,0,2026-02-23,3748,0
2025-11-25,pYJEwp,TnpQphSr,742-36-3009,pYJEwp.TnpQphSr@example.com,555-180-3758,Customer discussed JgRiwmHiNL regarding their account.,Male,33,GroupA,107229.96876404644,604.4750533370315,11632.037986740654,0.34026899258839977,0,2026-01-25,4351,0
2025-02-06,BpAhzR,IYQIYEoV,420-53-2370,BpAhzR.IYQIYEoV@example.com,555-882-5020,Customer discussed gUJmusGvxp regarding their account.,Female,57,GroupB,18689.961951784808,658.8800819033222,4387.586261210447,0.20922868008064763,0,2025-05-02,4033,0
2025-07-08,HBfXUT,jpVJlSmW,875-68-2357,HBfXUT.jpVJlSmW@example.com,555-343-7091,Customer discussed TgKVhgSfCK regarding their account.,Male,28,GroupB,63309.10864683203,607.6411554267767,4197.08159083964,0.38141433179984124,0,2025-09-03,9929,0
2025-11-17,pMmMyZ,AvruzoNr,912-60-1235,pMmMyZ.AvruzoNr@example.com,555-330-7247,Customer discussed QPIcpySdtG regarding their account.,Female,69,GroupB,47947.96223177145,541.4298064263282,14898.49838945698,0.30463372435730734,0,2025-12-25,3521,0
2025-03-14,eSDrUc,EBnGNpcQ,718-62-5303,eSDrUc.EBnGNpcQ@example.com,555-618-4795,Customer discussed pimzPGNlFK regarding their account.,Female,62,GroupC,19871.427190470546,700.1150047676366,4744.484803313192,0.36281609678821936,0,2025-05-13,3470,0
2025-12-27,CgEKGE,taROQjqK,863-53-2219,CgEKGE.taROQjqK@example.com,555-318-6630,Customer discussed cjVUKOutfZ regarding their account.,Male,79,GroupA,18797.04733224605,755.7314241000048,3267.868529327213,0.2920011127818638,0,2026-02-11,4233,0
2025-09-03,iFdqNS,yDfuQsfw,663-59-1980,iFdqNS.yDfuQsfw@example.com,555-333-4402,Customer discussed fiopMuOtZp regarding their account.,Male,22,GroupA,20159.181621026604,549.8757488324031,32245.448720927514,0.1579327581470837,0,2025-11-09,1538,0
2025-01-16,KkRgok,PNUQsAoz,199-49-2797,KkRgok.PNUQsAoz@example.com,555-815-4002,Customer discussed OLJZEELrLg regarding their account.,Male,62,GroupA,91972.82433627115,693.6204276545235,13375.803612323609,0.20626505246958407,0,2025-04-06,6083,0
2025-11-09,bCKsiA,ArAXtkeF,843-93-6223,bCKsiA.ArAXtkeF@example.com,555-461-7130,Customer discussed KwZGvKgbDV regarding their account.,Female,20,GroupC,71694.70216549079,632.8337819924054,18933.985112085582,0.645711958477636,0,2026-01-04,5248,0
2025-03-19,KemAsj,TBgEMKgx,625-34-7990,KemAsj.TBgEMKgx@example.com,555-946-4670,Customer discussed LqnWqNXIsc regarding their account.,Female,65,GroupA,60109.435726509946,743.8754332274091,24015.552396336203,0.17847029775035864,0,2025-05-22,3327,0
2025-12-08,rOmIVA,koaZOglO,556-68-9670,rOmIVA.koaZOglO@example.com,555-685-1902,Customer discussed hDHSaqTHSp regarding their account.,Female,53,GroupC,32578.56292155803,594.0933640801506,41093.08786629006,0.22389468347131372,0,2026-02-08,8093,0
2025-08-17,EzHXWR,wcaPTtUt,892-75-2653,EzHXWR.wcaPTtUt@example.com,555-729-5840,Customer discussed xPNSoiWWnT regarding their account.,Male,36,GroupA,84125.48302991627,843.4306062429188,10922.45288512379,0.1917738297281227,0,2025-11-10,8178,0
2025-03-18,khreve,DLesJTAV,120-51-8993,khreve.DLesJTAV@example.com,555-958-5811,Customer discussed MsJFitxUvP regarding their account.,Male,57,GroupA,81157.33200916462,752.9497537207842,8189.5646352834665,0.396520164367958,0,2025-06-13,8002,0
2025-04-22,PlbcwB,bKZdAzfw,553-38-9807,PlbcwB.bKZdAzfw@example.com,555-439-5128,Customer discussed VzRleQxHWs regarding their account.,Female,64,GroupA,43516.42910348265,675.5649431334349,148433.11869720358,0.29306479048149414,1,2025-07-03,1268,1
2025-11-24,bXaKJk,KDlqfGGk,776-80-4630,bXaKJk.KDlqfGGk@example.com,555-448-9090,Customer discussed ykrlRZiZBS regarding their account.,Male,29,GroupA,133513.3090786884,719.6067605728409,23416.75378676361,0.23577993359595753,0,2026-02-09,4003,0
2025-11-10,veDkVb,itivBuwh,701-95-9806,veDkVb.itivBuwh@example.com,555-765-8975,Customer discussed qGcTtFBEne regarding their account.,Male,73,GroupA,160166.24231012622,668.9987193441732,28683.132111697567,0.5962572428994117,0,2025-12-30,8206,0
2025-07-06,VaiGsc,xuosKMBd,178-69-9776,VaiGsc.xuosKMBd@example.com,555-748-4621,Customer discussed NvEvizKBRI regarding their account.,Female,32,GroupA,32079.71838041909,759.0632132132622,7581.1088374629635,0.2201931800969855,0,2025-08-17,7175,0
2025-12-12,ybfaQu,PnRHGsbs,229-83-9466,ybfaQu.PnRHGsbs@example.com,555-956-7110,Customer discussed hBKSfUgZaU regarding their account.,Female,69,GroupB,14935.58068029941,721.2116246852979,41661.75343887254,0.15454088063149424,0,2026-02-19,1277,0
2025-02-27,VxQuwa,Ykxaoldt,824-96-6297,VxQuwa.Ykxaoldt@example.com,555-751-6260,Customer discussed IIGMFQVSNH regarding their account.,Male,26,GroupA,53302.270506656074,587.5386503803159,6113.292073190762,0.07595531243828664,0,2025-05-12,1130,0
